product_id,shop_id,category,store_type,brand,title,size,reference_price,return_rate
495a4753aa91,001,Major Appliances,appliance_digital,CloudTier,CloudTier Direct-Discharge Washing and Drying Chamber 14kg Extra-Large Drum Anti-Wrinkle No-Hang Drying Ready-to-Wear Ideal for Large Families,XLarge,1291.96,0.1714
5539d26f346c,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Silver Ion Antibacterial Washing Machine, 4kg Compact and Lightweight, Quick Wash Mode, Water and Energy Saving, Suitable for Single Young Adults",XLarge,2269.67,0.1405
d3d65b288e38,001,Major Appliances,appliance_digital,CloudTier,CloudTier Dual Compartment Washer 3+8kg for Separately Washing Baby and Adult Clothes to Prevent Cross-Infection,XLarge,2236.05,0.1328
5b9fa47d8631,001,Major Appliances,appliance_digital,CloudTier,CloudTier Micro Steam Wash and Dry Drum 16kg High-Capacity Commercial Inn Linen Washer with Efficient Stain Removal and Durable Motor,XLarge,1882.05,0.1047
3ac1ff5e3705,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Mini Pulsator Underwear Washing Machine, 2kg Capacity, Dorm Essential, Compact Cleaner and Sterilizer Q1",XLarge,1843.04,0.1516
ed41c43a9708,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Fully Automatic Top-Loading Pulsator Washing Machine, 8kg Household Large Capacity, Clean and Gentle Care, Aurora",XLarge,1368.96,0.1678
be090ea52670,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Dual-Chamber Washer-Dryer Combo, 12kg, Upper and Lower Layer, Garment Care, Anti-Wrinkle, Phantom Series",Large,2358.94,0.1727
44e32be92b99,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Heat Pump Washer and Dryer Set, 9kg Independent Dryer, Mite Removal, Fluffy Care, Starry",XLarge,1441.21,0.1188
d3926b7e7141,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Portable Air Conditioner, Single Cooling, No Installation Required, Ideal for Rentals, No Drainage, Gentle Breeze",XLarge,2310.18,0.1366
252ff924e8c4,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Window Air Conditioner, Small 1 HP, Fast Cooling for Rental Spaces, Energy Efficient, Dual Blades",XLarge,613.65,0.1135
1fcaa4b12c52,001,Major Appliances,appliance_digital,CloudTier,CloudTier Ceiling-Mounted Embedded 5 HP Commercial Large Area Airflow Sky,XLarge,1348.27,0.1679
efcbd812e921,001,Major Appliances,appliance_digital,CloudTier,CloudTier Multi-Split Central Air Conditioner with One-to-Four Hidden Installation for Whole House Coverage,XLarge,1622.14,0.1892
13bfad589a71,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Water-Cooled Air Conditioner Fan for Home Cooling, Humidifying, Ice Crystal Cooling, and Ice Spring",Large,644.32,0.1214
ac130a8b86d0,001,Major Appliances,appliance_digital,CloudTier,CloudTier Ducted Air Conditioner One-to-One Four HP Ceiling Concealed Space-Saving Lingyun,XLarge,1314.25,0.159
a36bc5b9d78f,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Portable Air Conditioner, Dual Hot and Cold Function, Compact 2 HP, Car and Outdoor Use, No Installation Required, Nomadic",XLarge,607.89,0.1411
5990ce2f2068,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Kitchen-Specific Air Conditioner, Oil-Resistant, High Temperature Durable, High Cooling Capacity, 1 HP Cooking Breeze",XLarge,1118.42,0.1189
0db9145cd8ee,001,Major Appliances,appliance_digital,CloudTier,CloudTier Industrial Air Cooler Eco-friendly Water-cooled High-power Factory Cooling Ventilation Hurricane,XLarge,987.21,0.1147
f87c3de8aa1e,001,Major Appliances,appliance_digital,CloudTier,CloudTier Base Station Air Conditioner Constant Temperature and Humidity Precision Control Energy-Saving Matrix for Server Rooms,XLarge,886.48,0.1837
2d70d3b38bd9,001,Major Appliances,appliance_digital,CloudTier,CloudTier RV Air Conditioner Roof-Mounted 24V DC Shock Absorption Low Noise Travel,XLarge,1277.59,0.1596
6d05f15ce4d5,001,Major Appliances,appliance_digital,CloudTier,CloudTier Wine Cabinet Air Conditioner Constant Temperature Wine Cellar Precision Temperature Control Light-Blocking Humidity UV Protection Aroma,XLarge,2455.26,0.1533
d73d490e19fb,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Tent Air Conditioner for Outdoor Camping, Lightweight, Cooling, Waterproof, Portable, Large Capacity, Wild Fun",XLarge,1673.12,0.1277
e58573912cac,001,Small Appliances,appliance_digital,CloudTier,CloudTier Fresh Air Machine Wall-Mounted Total Heat Exchange Smog Removal Ventilation Micro Positive Pressure Fresh Oxygen,XLarge,283.43,0.0685
77772f423935,001,Small Appliances,appliance_digital,CloudTier,CloudTier Baseboard Heater Graphene Whole House Rapid Heating Energy-Saving Warm Sun,Large,313.82,0.0627
f81c83a35778,001,Small Appliances,appliance_digital,CloudTier,"CloudTier Industrial-Grade High-Power Dehumidifier for Moisture Control, Drying, and Purification",Large,253.76,0.0577
fb8ba355bb4f,001,Household Essentials,home_living,CloudTier,"CloudTier Smart Concave Induction Cooker with Dual-Ring Energy Concentration, Black Crystal Touch Control, Timer, Silent Cooling, Multi-Level Temperature Adjustment for Grilling, Roasting, and Stewing",Small,13.34,0.3406
840380c11886,001,Major Appliances,appliance_digital,CloudTier,CloudTier Home Freestanding Sterilization Cabinet 150L UV Sterilization Negative Ion Deodorization Two-Star Touch Panel,XLarge,1855.68,0.169
36e9e3b605d5,001,Household Essentials,home_living,CloudTier,"CloudTier Pre-Filter with Universal Installation, Siphon Drainage, 40-Micron Fine Filtration, Water Pressure Monitoring, Explosion-Proof Filter Bottle X9",Medium,17.45,0.2436
8a9be1c5ba64,001,Household Essentials,home_living,CloudTier,CloudTier RO Reverse Osmosis Water Purifier 800G High Flow Hydrogen-Rich Alkaline Under-Sink with Smart Display,Medium,32.14,0.2124
1880b665e6ba,001,Household Essentials,home_living,CloudTier,"CloudTier Under-Sink RO Reverse Osmosis Water Purifier with Instant Heating, Rich in Strontium, Smart Display, Baby-Safe Water Filter",Small,4.72,0.2343
0054be876c48,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Top and Side Dual Suction Range Hood with Inverter Cruise, Hot Melt Cleaning, Gesture Control, Flush Cabinet, Starry Gray X1",XLarge,1910.95,0.15
8ada73c9fc49,001,Major Appliances,appliance_digital,CloudTier,"CloudTier High Suction Range Hood and Gas Stove Set, 22 Cubic Powerful Flame, Smart Linkage, Self-Cleaning Smoke and Stove Set",XLarge,584.07,0.1253
009e0cd8ccf9,001,Major Appliances,appliance_digital,CloudTier,"CloudTier European-Style Top Suction Range Hood, 24 Cubic Meters Instant Suction, Gesture Control, Hot Melt Cleaning, Silent Odor-Free Exhaust Fan",XLarge,941.46,0.1805
66b8b9f14c38,001,Household Essentials,home_living,CloudTier,CloudTier Microwave Oven 25L Flat Heating Smart Menu Multi-Level Power One-Touch Defrost,Medium,33.52,0.3054
a4b38417401a,001,Small Appliances,appliance_digital,CloudTier,CloudTier Ozone Mite Removal Underwear Sterilizer with Pasteur Constant Temperature Aroma Scent Microcomputer Touch Control Folding Chamber,XLarge,343.44,0.0903
8e32e7a780d0,001,Household Essentials,home_living,CloudTier,"CloudTier High Borosilicate Glass Electric Kettle, 2L, Anti-Dry Burn, Multi-Temperature Control, Rapid Boil, Silent Water Boiling Magic",Small,13.83,0.271
7ca976b63ab8,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 520L Cross-Door Refrigerator with Dual System Circulation, Odor Removal, Sterilization, Deep Freezing, and Smart Display Control",XLarge,539.42,0.1859
2cd9f2e942de,001,Major Appliances,appliance_digital,CloudTier,CloudTier French Door Refrigerator 520L Deep Freeze Ion Deodorization Dual Inverter Quiet Preservation,XLarge,2109.13,0.1518
2564b856d66c,001,Major Appliances,appliance_digital,CloudTier,CloudTier 480L French Door Multi-Door Dual Inverter Dual Circulation Odor-Free Freestanding Silent Fresh-Keeping Refrigerator,Large,820.2,0.1204
f04dd027104b,001,Major Appliances,appliance_digital,CloudTier,CloudTier Side-by-Side Refrigerator 618L Dual Circulation Odor Control Bottom Heat Dissipation Flush Mount Intelligent Temperature Control Baby and Maternity Exclusive Silent,XLarge,1012.56,0.1178
31cf933b1cfb,001,Major Appliances,appliance_digital,CloudTier,CloudTier Cross French Door Refrigerator 520L Frost-Free Full Space Odor Removal and Sterilization for Mother and Baby with Variable Temperature and Smart Screen,XLarge,1990.95,0.1909
1e89e38c6b4f,001,Major Appliances,appliance_digital,CloudTier,CloudTier French Door Refrigerator 380L Ultra-Thin Built-In Ion Deodorization Smart Variable Temperature Apartment Preferred Flagship Version,XLarge,678.71,0.117
46b882ecc91d,001,Major Appliances,appliance_digital,CloudTier,CloudTier French Door Refrigerator 520L Dual Circulation Odor Removal Sterilization Zero-Embedded Deep Freezing Large Capacity for Home Use,XLarge,2079.28,0.1907
f6cdb9e77eb1,001,Major Appliances,appliance_digital,CloudTier,CloudTier French Door Refrigerator 520L Flush-Fit Full-Space Freshness Odor Removal Sterilization Dual Inverter Fresh Storage Flagship,Large,2184.26,0.108
0374dc144594,001,Major Appliances,appliance_digital,CloudTier,CloudTier French Door Refrigerator 528L Dual Inverter Microcrystalline Freshness Zero-Embedded Flush Design with Dedicated Mother and Baby Compartment Quiet Design,XLarge,2106.93,0.1637
a84f57f257af,001,Major Appliances,appliance_digital,CloudTier,CloudTier Three-Door Refrigerator 268L Home Energy-Saving Low Noise Adjustable Middle Door Silver Gray,XLarge,2282.11,0.1994
b1ad1d274ffe,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 88L Mini Single Door Refrigerator for Dormitory and Rental Use, Quiet Operation, Model K2",XLarge,1461.75,0.1449
b747d34ff68b,001,Major Appliances,appliance_digital,CloudTier,CloudTier Cross French Door Refrigerator 456L Home Inverter Frost-Free Intelligent Temperature Control E5,XLarge,1469.42,0.1131
8b76c39706de,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 520L Side-by-Side Refrigerator for Home Use, Inverter, Frost-Free, Large Capacity, Dual Cooling System R8",Large,2354.72,0.1514
555dda82004b,001,Major Appliances,appliance_digital,CloudTier,CloudTier 96L Mini Fridge Single Door Home Refrigerator Energy-Saving Low Noise M1,XLarge,2307.91,0.1384
eba2ea1c6d02,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 472L Four-Door Refrigerator for Home Use, Frost-Free, Large Capacity, Zoned Fresh Storage, Inverter T3",Large,1537.46,0.1095
886ee8228355,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 610L Side-by-Side Refrigerator, Frost-Free, Inverter, Smart, Large Capacity, Glass Panel G9",Large,1093.7,0.1676
a0da6d01f36f,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 388L Three-Door Refrigerator for Home Use, Frost-Free with Adjustable Middle Door, Freshness Lock, Quiet Operation F2",XLarge,1216.62,0.1974
81d3926b79b3,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 152L Two-Door Refrigerator for Home Use, Energy-Saving, Cooling and Freezing, Low Noise, Model B6",Large,1838.77,0.1256
cb073961c9a4,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 305L Triple-Door Refrigerator with Frost-Free Cooling, Adjustable Temperature, Energy-Saving, Quiet Operation, Ideal for Rental Homes D4",XLarge,1395.74,0.1841
8805e00b6521,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 218L Double Door Refrigerator for Home Use, Energy-Saving, Efficient Cooling, Low Noise Operation H8",XLarge,2031.61,0.1004
5eb0d82856aa,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 580L Cross Four-Door Refrigerator for Home Use, Inverter, Frost-Free, Large Capacity, Fresh-keeping W5",XLarge,2320.48,0.1617
dd786871333b,001,Household Essentials,home_living,CloudTier,CloudTier 5.8L Air Fryer Home Visual Cooking Machine Multifunction No-Turn French Fry Maker Electric Oven P7,Small,15.51,0.2835
b8581e6a9c36,001,Household Essentials,home_living,CloudTier,CloudTier Electric Griddle Double-Sided Heating Deepened and Enlarged Automatic Power-Off Pancake Maker for Home Use J3,Small,31.87,0.3246
9d5973034424,001,Major Appliances,appliance_digital,CloudTier,CloudTier 15-Set Under-Counter Dishwasher Home Fully Automatic Built-In Smart Cleaning J3,XLarge,538.89,0.19
133f3d150ac9,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Seeker 21-Set Fully Automatic Home Dishwasher with Large Capacity, Built-in Sterilization and Drying S9",XLarge,1745.28,0.1235
922f658b57c6,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 18-Set Dishwasher for Home Use, Fully Automatic Built-in with Sterilization, Drying, and Dual-Sided Spraying W5",Large,1714.34,0.1468
67d1711084b4,001,Storage & Organization,home_living,CloudTier,"CloudTier Electric Clothes Drying Rack with Smart Remote Control, Retractable Balcony Lighting, and Voice Control Q2",Medium,80.97,0.2412
7dca11f0dbd2,001,Small Appliances,appliance_digital,CloudTier,"CloudTier Handheld Steam Electric Iron for Home Use, Small Portable Dry Ironing for Tailor Shops, Vintage L1",Large,497.21,0.0691
cb0c72a83837,001,Small Appliances,appliance_digital,CloudTier,CloudTier Handheld Garment Steamer Portable Travel Iron High Power Fast Heating U3,Large,545.51,0.0382
53f89195d594,001,Small Appliances,appliance_digital,CloudTier,"CloudTier Cyclone T1 Barrel Vacuum Cleaner, Wet and Dry Dual Use, Large Capacity, Powerful Suction for Workshop and Warehouse Dust Removal",Large,214.81,0.0795
0c35f61e5427,001,Small Appliances,appliance_digital,CloudTier,"CloudTier PureZone X Floor Washer with Self-Cleaning, Edge Protection, Anti-Collision, Whole House Deep Cleaning, and Intelligent Route Planning",Large,241.76,0.0546
77c5efb1f784,001,Small Appliances,appliance_digital,CloudTier,CloudTier Cool Breeze F3 Water-Cooled Fan with Wide-Angle Oscillation and Timer for Living Room and Bedroom,Large,136.09,0.0911
56ded8f80c36,001,Household Essentials,home_living,CloudTier,"CloudTier Precision Temperature Control Bottle Warmer with Night Light, Fast Heating for Breast Milk, Defrosting, and Nighttime Baby Feeding Assistant",Small,24.4,0.3326
e5dd5a017a62,001,Household Essentials,home_living,CloudTier,CloudTier K9 Medium Temperature Drainage Household Tableware Storage Kitchen Cabinet with Odor Removal and Anti-Mold Features,Small,9.44,0.2311
0cbd7e8a148a,001,Household Essentials,home_living,CloudTier,CloudTier Anti-Bubble Silent Milk Powder Mixer - Essential for New Parents,Small,41.9,0.2433
f48f1e21eec3,001,Personal Care & Massage,beauty,CloudTier,CloudTier Gait A2 Rehabilitation Machine for Lower Limbs - Foldable and Lightweight for Daily Exercise and Muscle Strength Recovery in Hemiplegic Seniors,Medium,98.26,0.016
c6a154f88afc,001,Small Appliances,appliance_digital,CloudTier,"CloudTier C5 Deodorizing Carbon Filter for Formaldehyde Removal and Odor Elimination, Compatible Replacement for Various Air Purifier Models",Large,295.13,0.0806
478870275097,001,Household Essentials,home_living,CloudTier,CloudTier Core M7 Ultrafiltration Membrane Mineral-Retaining Sediment-Blocking Direct Drinking Water Purification Whole House Filtration System,Small,11.53,0.339
c45558d54bb4,001,Household Essentials,home_living,CloudTier,"CloudTier Dingfu Z6 Pressure Cooker with Micro Pressure for Rice, Scheduled Timer for Stewing Meat and Soup, Versatile Kitchen Cooking Tool",Small,37.74,0.2548
cb36e6d21a09,001,Small Appliances,appliance_digital,CloudTier,CloudTier Iron Q1 Flat Iron Dry Ironing Ceramic Soleplate Portable Travel Clothes Wrinkle Removal Smooth as New,Large,157.23,0.0737
d2a791a0dc11,001,Home Building Materials,home_living,CloudTier,CloudTier Waterfall L8 Concealed Shower Head Full Copper Jet Flow Bathroom Hidden Shower Experience Set,XLarge,243.48,0.3405
9a4df9f4f3ad,001,Major Appliances,appliance_digital,CloudTier,CloudTier Heat Pump R4 Air Energy Water Heater Large Capacity Energy-Saving Whole Family Bathing Commercial Villa Central Hot Water Solution,XLarge,1709.99,0.1475
e9a9d9070eba,001,Major Appliances,appliance_digital,CloudTier,CloudTier Instant Heat D9 Tankless Water Heater No Wait Compact Bathroom Fast Heating,Large,537.89,0.1439
08f4c27d1fa5,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Kitchen Helper S2 Under-Sink Water Storage Kitchen Appliance for Washing Vegetables and Dishes, Warm Water for Winter, No Cold Hands",XLarge,749.49,0.1002
b23b0a88532b,001,Major Appliances,appliance_digital,CloudTier,CloudTier Radiant Sun U5 Solar Water Heater Dual-use Rooftop Vacuum Tube Hot Water Even on Cloudy Days,XLarge,528.36,0.1806
90eaa1aca7ab,001,Major Appliances,appliance_digital,CloudTier,CloudTier AnYu P3 Balanced Double-Layer Flue Bathroom Installation Windproof Sealed Space Safe Shower,XLarge,1636.66,0.12
ae21b62b4f24,001,Major Appliances,appliance_digital,CloudTier,CloudTier H7 Condensing Energy-Recovery High-Efficiency Gas Water Heater for Large Volume Bathing,XLarge,1394.97,0.1761
52bd0a878864,001,Major Appliances,appliance_digital,CloudTier,CloudTier Warm Home W1 Wall-Mounted Boiler for Dual-Use Gas Floor Heating and Radiator Whole House Heating with Domestic Hot Water,XLarge,2169.32,0.198
6e3a88d3acfb,001,Major Appliances,appliance_digital,CloudTier,CloudTier Outdoor Y4 Unit: Wind and Rain Resistant Balcony Installation Weatherproof Shell for Hassle-Free Gas Bathing,Large,2399.85,0.1771
dc39ccfc78be,001,Major Appliances,appliance_digital,CloudTier,CloudTier Storage Electric Water Heater Bathroom Quick Heating Shower Machine Energy-Saving Daily Electric Wall Protection Bath Device,Large,853.52,0.1865
c488d50d4d5e,001,Major Appliances,appliance_digital,CloudTier,CloudTier 16L Forced Exhaust Gas Water Heater for Indoor Whole House Multi-Point Water Supply with Constant Temperature Shower,XLarge,807.07,0.1174
e81dbe012572,001,Home Building Materials,home_living,CloudTier,CloudTier Carbon Fiber Bathroom Heater Concealed Multi-Purpose Heating Ceiling Ventilation and Dehumidification Unit,Large,385.07,0.2761
4430b44144eb,001,Major Appliances,appliance_digital,CloudTier,CloudTier Dual-Head Induction Cooker Kitchen Built-In High-Power Stir-Fry Stove Ceramic Electric Stove Flameless Cooking Heater,XLarge,2423.31,0.1671
956d27277538,001,Major Appliances,appliance_digital,CloudTier,CloudTier Liquefied Gas Single Burner Stove for Rental Narrow Spaces Vintage Gas Cooker Tabletop Open Flame Cooking Gas Stove,XLarge,1991.47,0.1145
35b3e80a5a82,001,Major Appliances,appliance_digital,CloudTier,CloudTier Upright Freezer Drawer Type Daily Frozen Meat Cabinet Frost-Free Single Freezing Box Side-Opening Meat Storage Refrigeration Unit,XLarge,2353.28,0.1949
6695a9e3bb0d,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Commercial Island Freezer for Supermarkets and Convenience Stores, Seafood and Meat Quick-Freeze Display Cabinet with Glass Sliding Doors, Wide Freezer",XLarge,2488.63,0.129
e5ea59cc5506,001,Major Appliances,appliance_digital,CloudTier,CloudTier Beverage Display Cabinet Convenience Store Fresh-Keeping Cabinet Upright Single Glass Door Commercial Chilled Soda Refrigerator,Large,2207.43,0.125
8fe539ac525a,001,Major Appliances,appliance_digital,CloudTier,CloudTier Car Refrigerator Portable Mini Freezer Cooling and Heating Dual-Effect In-Car Storage Box,XLarge,1003.62,0.1773
e9e12438f953,001,Major Appliances,appliance_digital,CloudTier,CloudTier Cosmetics Refrigerator Beauty Skincare Fresh Storage Box Desktop Mini Freezer Bedroom Low Noise Moisture Lock Chamber,XLarge,2072.73,0.1634
91c033c32ed6,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Commercial Ice Cream Display Freezer for Convenience Stores, Popsicles, and Frosted Goods with Glass Door and Curved Design",XLarge,2329.37,0.143
63b1667c43b5,001,Major Appliances,appliance_digital,CloudTier,CloudTier Cigar Cabinet Electronic Humidity Control Humidor Constant Temperature Indoor Solid Wood Tobacco Leaf Storage Professional Aging Device,XLarge,715.86,0.1816
56e81139fa66,001,Small Appliances,appliance_digital,CloudTier,CloudTier Industrial Dehumidifier High-Power Warehouse Workshop Factory Moisture Removal Multi-Area Anti-Damp Equipment,Large,554.66,0.0516
5e8236bdfaec,001,Major Appliances,appliance_digital,CloudTier,CloudTier Side-Suction Range Hood Powerful Extraction Oil Smoke Machine Single Purchase Gesture Control Cleaning Smoke Extractor,XLarge,1994.61,0.1949
b0d1d5373bba,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Traditional Chinese Range Hood with Shallow Cover, Narrow Size, Powerful Exhaust for Kitchen Ventilation",XLarge,1968.64,0.1805
b6d59b47b011,001,Personal Care & Massage,beauty,CloudTier,CloudTier Automatic Eye Massager with Airbag Compression and Bluetooth Music for Vision Relaxation for Students and Adults,Medium,393.62,0.0076
cb558b9db629,001,Personal Care & Massage,beauty,CloudTier,CloudTier Foot Massager Roller for Acupoint Meridian Stimulation and Relaxation at Home,Medium,431.5,0.015
e3630415743d,001,Personal Care & Massage,beauty,CloudTier,CloudTier Foldable Massage Chair Compact Portable Recliner Kneading Massage Rocking Chair for Living Room Relaxation,Medium,378.16,0.0125
9c07dd8b9aeb,001,Household Essentials,home_living,CloudTier,"CloudTier Glass Electric Kettle for Quick Boiling, Tea Brewing, and Flower Tea with Automatic Shut-off",Small,44.3,0.2772
ab82328563a4,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Mobile Smart Screen TV with Touchscreen and Wheels, Vertical Streaming Machine for Fitness, Dancing, and Watching Shows",Large,2284.85,0.1755
2b0c55cb1483,001,Major Appliances,appliance_digital,CloudTier,CloudTier 86-Inch OLED Curved Giant Screen Cinema-Grade Television,XLarge,1808.58,0.1913
5e5a232cc33e,001,Major Appliances,appliance_digital,CloudTier,CloudTier 43-Inch Laser Projection Eye-Care Wall-Mounted TV,Large,1411.39,0.1196
8e58570d26bc,001,Home Building Materials,home_living,CloudTier,CloudTier Ceramic Manual Flush Toilet Anti-Odor S-Trap Bathroom Fixture,XLarge,24.55,0.268
f209560f8cfc,001,Home Building Materials,home_living,CloudTier,"CloudTier Resin Soft-Close Toilet Seat Cover, Antibacterial and Easy to Remove and Clean",XLarge,42.58,0.3124
33b49bc6b4ff,001,Basic Construction Materials,home_living,CloudTier,CloudTier Mechanical Padlock with Brass Core for Anti-Theft Dormitory Door Lock,Medium,188.55,0.2949
305aedca0b45,001,Major Appliances,appliance_digital,CloudTier,CloudTier Coal-Fired Cast Iron Boiler for Greenhouse Heating,XLarge,1398.83,0.1232
46cca4eddf1f,001,Major Appliances,appliance_digital,CloudTier,CloudTier Fabric Softener Fragrance Stain Removal Laundry Detergent Set,Large,1612.23,0.146
fefd54aa9dcb,001,Lighting,home_living,CloudTier,"CloudTier Full-Spectrum Floor Standing Eye Protection Lamp for Study and Office, No Blue Light Hazard, Touch Dimming K7",Medium,286.72,0.2511
937a9861e56f,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Under-Sink Storage Water Heater for Instant Hot Water, Wall-Mounted Small Electric Water Heater 6L for Washing Vegetables and Dishes",XLarge,1331.42,0.1086
02f6d3ac829c,001,Major Appliances,appliance_digital,CloudTier,"CloudTier Instant Electric Water Heater Faucet, Dual Hot and Cold Use, Digital Temperature Display, for Kitchen and Bathroom R3",XLarge,1982.55,0.1401
fbac9c26be66,001,Major Appliances,appliance_digital,CloudTier,"CloudTier 60L Wall-Mounted Electric Water Heater with Temperature Control for Shower and Bath, Model E8",XLarge,2332.08,0.1943
2e1abc28fe91,001,Major Appliances,appliance_digital,CloudTier,CloudTier Heat Pump Tumble Dryer 12kg Home Clothes Drying UV Sterilization T9,XLarge,2063.32,0.1136
41a2f6398885,001,Major Appliances,appliance_digital,CloudTier,CloudTier Wardrobe-Style Heat Pump Dryer Care Machine Built-In Installation Extra Large Capacity Odor and Wrinkle Removal W2,XLarge,2049.98,0.1903
ccdde8fa64c9,001,Medical Devices,daily_office,CloudTier,CloudTier Compressed Nebulizer Portable Handheld Medical Mask Set for Children and Adults N5,Small,469.44,0.2684
8f0372608843,001,Medical Devices,daily_office,CloudTier,"CloudTier Molecular Sieve Oxygen Generator for Elderly and Pregnant Women, Low Noise, Portable, Adjustable Oxygen Concentration M6",Medium,684.55,0.2594
6d6286133583,001,Small Appliances,appliance_digital,CloudTier,CloudTier Bed Vacuum Cleaner with UV Deep Cleaning for Mite Removal Handheld P3,Large,472.12,0.0828
